Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
553	0.121520	0.189336	0.198096	0.122510
554	0.121520	0.189336	0.227203	0.151232
555	0.121520	0.189336	0.198096	0.122496
556	0.121520	0.189336	0.200950	0.124916
557	0.121520	0.189336	0.198096	0.121866
558	0.121520	0.189336	0.202826	0.127009
559	0.121520	0.189336	0.198096	0.122174
560	0.121520	0.189336	0.204701	0.128954
561	0.121520	0.189336	0.198110	0.122083
562	0.121520	0.189336	0.206576	0.130388
563	0.121520	0.189336	0.198096	0.121894
564	0.121520	0.189336	0.236579	0.160587
565	0.121520	0.189336	0.198110	0.121894
566	0.121520	0.189336	0.200964	0.124748
567	0.121520	0.189336	0.198096	0.121866
568	0.121520	0.189336	0.198096	0.121894
569	0.121520	0.189336	0.202826	0.126624
570	0.121520	0.189336	0.198110	0.121894
571	0.121520	0.189336	0.204701	0.128499
572	0.121520	0.189336	0.198096	0.121894
573	0.121520	0.189336	0.206576	0.130374
574	0.121520	0.189336	0.198096	0.121866
575	0.121520	0.189336	0.245955	0.169767
576	0.121520	0.189336	0.198096	0.135362
577	0.121520	0.189336	0.198096	0.121894
578	0.121520	0.189336	0.200950	0.124790
579	0.121520	0.189336	0.198096	0.121964
580	0.121520	0.189336	0.202840	0.126638
581	0.121520	0.189336	0.198096	0.121908
582	0.121520	0.189336	0.198096	0.128527
583	0.121520	0.189336	0.204701	0.121950
584	0.121520	0.189336	0.198110	0.121936
585	0.121520	0.189336	0.206576	0.130430
586	0.121520	0.189336	0.198096	0.121936
587	0.121520	0.189336	0.198096	0.121978
588	0.121520	0.189336	0.958180	0.882034
589	0.121520	0.189336	0.198110	0.121936
590	0.121520	0.189336	0.200950	0.124832
591	0.121520	0.189336	0.198096	0.121950
592	0.121520	0.189336	0.198096	0.122006
593	0.121520	0.189336	0.202826	0.126722
594	0.121520	0.189336	0.198096	0.121978
595	0.121520	0.189336	0.198096	0.121978
596	0.121520	0.189336	0.204701	0.128639
597	0.121520	0.189336	0.198096	0.121978
598	0.121520	0.189336	0.198096	0.122006
599	0.121520	0.189336	0.206576	0.130486
600	0.121520	0.189336	0.198096	0.122020
601	0.121520	0.189336	0.198096	0.121992
602	0.121520	0.189336	0.217827	0.141737
603	0.121520	0.189336	0.198096	0.122006
604	0.121520	0.189336	0.198110	0.121992
605	0.121520	0.189336	0.200950	0.124860
606	0.121520	0.189336	0.198096	0.122020
607	0.121520	0.189336	0.198096	0.122034
608	0.121520	0.189336	0.202826	0.126736
609	0.121520	0.189336	0.198110	0.122020
610	0.121520	0.189336	0.198096	0.122020
611	0.121520	0.189336	0.198110	0.128625
612	0.121520	0.189336	0.204715	0.122062
613	0.121520	0.189336	0.198096	0.122006
614	0.121520	0.189336	0.198096	0.122034
615	0.121520	0.189336	0.206576	0.130514
616	0.121520	0.189336	0.198096	0.122013
617	0.121520	0.189336	0.198110	0.122020
618	0.121520	0.189336	0.227217	0.151092
619	0.121520	0.189336	0.198096	0.121985
620	0.121520	0.189336	0.198096	0.121964
621	0.121520	0.189336	0.198096	0.121936
622	0.121520	0.189336	0.200950	0.124790
623	0.121520	0.189336	0.198096	0.121964
624	0.121520	0.189336	0.198110	0.121950
625	0.121520	0.189336	0.198096	0.121880
626	0.121520	0.189336	0.202826	0.126603
